name,brand,category,price_usd,list_price_usd,product_url
Men's Formal MZ 27214 C95 Black Leather Dress Shoe With Lace-up Closure and Low Heel,Mario D' boro Runway,Men > Shoes > Formal,45.69,45.69,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-formal-mz-27214-c95-black-leather-dress-shoe-with-lace-up-closure-and-low-heel-black-4341381
Men's Formal Oxford MY 26091 - Black C88,Mario D' boro Runway,Men > Shoes > Formal,50.59,50.59,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-formal-oxford-my-26091-black-c88-black-4208136
Men's Formal Slip On MY 26332 Black C77 C88 C93 C96,Mario D' boro Runway,Men > Shoes > Formal,34.27,34.27,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-formal-slip-on-my-26332-black-c77-c88-c93-c96-black-4072342
Men's Formal Slip On MY 26389 - Dark Brown C85,Mario D' boro Runway,Men > Shoes > Formal,44.06,44.06,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-formal-slip-on-my-26389-dark-brown-c85-brown-4173914
Men's Formal Slip On MY 26521 - Black C81 All Seasons Shoes,Mario D' boro Runway,Men > Shoes > Formal,44.06,44.06,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-formal-slip-on-my-26521-black-c81-all-seasons-shoes-black-4114767
Men's Formal Slip On MY 26673 - Black C82,Mario D' boro Runway,Men > Shoes > Formal,55.49,55.49,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-formal-slip-on-my-26673-black-c82-black-4126202
Men's Formal Slip-On Dress Shoes MX 24912 C81 C87 C93,Mario D' boro Runway,Men > Shoes > Formal,40.76,40.76,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-formal-slip-on-dress-shoes-mx-24912-c81-c87-c93-black-4112067
Men's Formal With Lace Shoes Mx 24624 Brown C47,Mario D' boro Runway,Men > Shoes > Formal,37.54,37.54,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-formal-with-lace-shoes-mx-24624-brown-c47-brown-3283113
Men's Formal with Lace MY 26041 - Brown C82,Mario D' boro Runway,Men > Shoes > Formal,45.69,45.69,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-formal-with-lace-my-26041-brown-c82-brown-4127165
Men's G/Lock Gallivanter Pebble Leather Saddle Golf Shoes,G/FORE,Men > Shoes > Sports Shoes,206.35,257.94,https://www.zalora.com.ph/p/g-fore-men-s-g-lock-gallivanter-pebble-leather-saddle-golf-shoes-black-3692779
Men's Gallivan2r G/lock Golf Shoes,G/FORE,Men > Sports > Footwear > Outdoors,249.77,249.77,https://www.zalora.com.ph/p/g-fore-men-s-gallivan2r-g-lock-golf-shoes-white-4187828
Men's Goldencoast Clog II - Black (1166915-BLK),UGG,Men > Shoes > Slip-Ons,146.91,146.91,https://www.zalora.com.ph/p/ugg-men-s-goldencoast-clog-ii-black-1166915-blk-black-3683574
Men's Grovewood Performance Jersey Polo,Peter Millar,Sports > Men's Sports > Clothing > Polos,89.79,89.79,https://www.zalora.com.ph/p/peter-millar-men-s-grovewood-performance-jersey-polo-navy-3730775
Men's Halyard Retro Sneakers - White (24F000810),Sperry,Men > Shoes > Sneakers,81.54,81.54,https://www.zalora.com.ph/p/sperry-men-s-halyard-retro-sneakers-white-24f000810-white-4238797
Men's Hayden Moc Shoe - Chestnut (1158276-CHE),UGG,Men > Shoes > Slip-Ons,102.83,146.91,https://www.zalora.com.ph/p/ugg-men-s-hayden-moc-shoe-chestnut-1158276-che-brown-3959905
Men's Heritage Utility Mini Classic Boot - Chestnut / Whitecap (1173811-CWTC),UGG,Men > Shoes > Loafers & Boat Shoes,146.75,209.43,https://www.zalora.com.ph/p/ugg-men-s-heritage-utility-mini-classic-boot-chestnut-whitecap-1173811-cwtc-brown-3959915
Men's Hooded Trench Coats YCX-K8929,Twenty Eight Shoes,Men > Clothing > Jackets & Coats > Coats,46.05,51.96,https://www.zalora.com.ph/p/twenty-eight-shoes-men-s-hooded-trench-coats-ycx-k8929-grey-2814672
Men's Igor Lace-Up Sneakers,ALBERTO,Men > Shoes > Sneakers,37.53,37.53,https://www.zalora.com.ph/p/alberto-men-s-igor-lace-up-sneakers-white-2941136
Men's Knit Shorts,Nike,Sports > Men's Sports > Clothing > Shorts,30.94,30.94,https://www.zalora.com.ph/p/nike-men-s-knit-shorts-black-3196158
Men's Kosmopolis Moccasins,GEOX,Men > Shoes > Loafers & Boat Shoes,201.76,201.76,https://www.zalora.com.ph/p/geox-men-s-kosmopolis-moccasins-black-3127153
Men's Long Sleeves Woven Shirt,Volkswagen,Men > Clothing > Shirts > Long Sleeve,27.38,27.38,https://www.zalora.com.ph/p/volkswagen-men-s-long-sleeves-woven-shirt-blue-3012848
Men's Loungewear Shorts,BENCH,Men > Clothing > Underwear & Loungewear > Loungewear,10.0,10.0,https://www.zalora.com.ph/p/bench-men-s-loungewear-shorts-black-3689953
Men's Low Top Lace-up Sneakers in Black,London Rag,Men > Shoes > Sneakers,33.29,60.55,https://www.zalora.com.ph/p/london-rag-men-s-low-top-lace-up-sneakers-in-black-black-3219526
Men's MG4X2 Stippled Hybrid Golf Cross Trainer,G/FORE,Men > Sports > Footwear > Others,176.31,220.39,https://www.zalora.com.ph/p/g-fore-men-s-mg4x2-stippled-hybrid-golf-cross-trainer-white-3500939
Men's Offcourt Slides,Nike,Sports > Men's Sports > Footwear > Sneakers,28.0,30.94,https://www.zalora.com.ph/p/nike-men-s-offcourt-slides-green-4162398
Men's One Band Slides,Penshoppe,Men > Shoes > Sandals & Flip Flops,10.0,10.0,https://www.zalora.com.ph/p/penshoppe-men-s-one-band-slides-blue-4312831
Men's Perforated Stripe Polo Shirt,G/FORE,Sports > Men's Sports > Clothing > Polos,50.61,101.21,https://www.zalora.com.ph/p/g-fore-men-s-perforated-stripe-polo-shirt-blue-3271584
Men's Perforated Stripe Polo Shirt,G/FORE,Sports > Men's Sports > Clothing > Polos,50.61,101.21,https://www.zalora.com.ph/p/g-fore-men-s-perforated-stripe-polo-shirt-white-3279651
Men's Powercourt 125 2 Sneakers,Lacoste,Men > Sports > Footwear > Sneakers,97.13,97.13,https://www.zalora.com.ph/p/lacoste-men-s-powercourt-125-2-sneakers-white-3749707
Men's Premium Dark Denim L Event Slim Jeans,Marithe + Francois Girbaud,Men > Clothing > Jeans > Slim,86.52,86.52,https://www.zalora.com.ph/p/marithe-francois-girbaud-men-s-premium-dark-denim-l-event-slim-jeans-blue-3122825
Men's Round Neck Graphic Tee,Volkswagen,Men > Clothing > T-Shirts > Graphic,12.52,12.52,https://www.zalora.com.ph/p/volkswagen-men-s-round-neck-graphic-tee-grey-2916224
Men's Round Neck Graphic Tee,Volkswagen,Men > Clothing > T-Shirts > Graphic,12.52,12.52,https://www.zalora.com.ph/p/volkswagen-men-s-round-neck-graphic-tee-black-2916269
Men's SHOOTER LOW True Red Black,Pony,Sports > Men's Sports > Footwear > Sneakers,29.3,48.89,https://www.zalora.com.ph/p/pony-men-s-shooter-low-true-red-black-red-3343342
Men's SHOOTER LOW White Amazon,Pony,Sports > Men's Sports > Footwear > Sneakers,29.3,48.89,https://www.zalora.com.ph/p/pony-men-s-shooter-low-white-amazon-white-3343336
Men's SPORT Abrasion-Resistant Interlock Polo,Lacoste,Men > Clothing > Polos,97.13,97.13,https://www.zalora.com.ph/p/lacoste-men-s-sport-abrasion-resistant-interlock-polo-white-3628149
Men's Sandals with Cord Strap and Rubber Toe Bumper,Penshoppe,Men > Shoes > Sandals & Flip Flops > Sandals,24.47,24.47,https://www.zalora.com.ph/p/penshoppe-men-s-sandals-with-cord-strap-and-rubber-toe-bumper-brown-4207789
Men's Shock Wave 6.0 Pro (Shock The Game) Basketball Shoes in Black,Anta,Men > Shoes > Sports Shoes,179.49,179.49,https://www.zalora.com.ph/p/anta-men-s-shock-wave-6-0-pro-shock-the-game-basketball-shoes-in-black-black-3748334
Men's Short-Sleeve Authentic Button-Down A9161-0000,Levi's,Men > Clothing > Shirts > Short Sleeve,47.33,47.33,https://www.zalora.com.ph/p/levi-s-men-s-short-sleeve-authentic-button-down-a9161-0000-blue-3443610
Men's Skull in One Performance Jersey Polo,Peter Millar,Sports > Men's Sports > Clothing > Polos,54.85,78.36,https://www.zalora.com.ph/p/peter-millar-men-s-skull-in-one-performance-jersey-polo-blue-3645770
Men's Soft Footbed Slides with Embossed Pattern,Penshoppe,Men > Shoes > Sandals & Flip Flops > Sandals,11.41,11.41,https://www.zalora.com.ph/p/penshoppe-men-s-soft-footbed-slides-with-embossed-pattern-white-4044054
Men's Soltide Leather Sneakers Light Beige Rainbow,Sperry,Men > Shoes > Sneakers,81.54,81.54,https://www.zalora.com.ph/p/sperry-men-s-soltide-leather-sneakers-light-beige-rainbow-beige-3839813
Men's Soltide Sneakers,Sperry,Men > Shoes > Sneakers,81.54,81.54,https://www.zalora.com.ph/p/sperry-men-s-soltide-sneakers-multi-3816570
Men's Sports Shoes in Black 82387451052,ECCO,Luxury > Men's Luxury > Shoes > Sneakers,232.68,367.97,https://www.zalora.com.ph/p/ecco-men-s-sports-shoes-in-black-82387451052-black-4259812
Men's Surge 4 Running Shoes,Under Armour,Sports > Men's Sports > Footwear > Sneakers,58.69,58.69,https://www.zalora.com.ph/p/under-armour-men-s-surge-4-running-shoes-white-3365637
Men's Surge 4 Running Shoes,Under Armour,,52.57,58.69,https://www.zalora.com.ph/p/under-armour-men-s-surge-4-running-shoes-blue-3255757
Men's Tempo Performance Mesh Polo Iceaq,Peter Millar,Sports > Men's Sports > Clothing > Polos,70.85,101.21,https://www.zalora.com.ph/p/peter-millar-men-s-tempo-performance-mesh-polo-iceaq-blue-3645778
Men's Terence Ankle Boots,GEOX,Men > Shoes > Boots,254.65,254.65,https://www.zalora.com.ph/p/geox-men-s-terence-ankle-boots-brown-4269537
Men's Textured Ribbed Knit Polo with Hem Band - The New Standard,Bocu,Men > Clothing > Polos,27.74,27.74,https://www.zalora.com.ph/p/bocu-men-s-textured-ribbed-knit-polo-with-hem-band-the-new-standard-brown-3246787
Men's Thick Cotton Crew Sports Socks - 3 Pairs In A Pack,Burlington,Sports > Men's Sports > Accessories > Other Accessories,10.0,10.0,https://www.zalora.com.ph/p/burlington-men-s-thick-cotton-crew-sports-socks-3-pairs-in-a-pack-white-2127890
Men's Two Tone Fore Play Ankle Sock (Baja/Venetian),G/FORE,Men > Clothing > Socks > Ankle socks,13.88,13.88,https://www.zalora.com.ph/p/g-fore-men-s-two-tone-fore-play-ankle-sock-baja-venetian-blue-3731446
Men's U Adacter M Wide Moccasins,GEOX,Men > Shoes > Loafers & Boat Shoes,201.76,201.76,https://www.zalora.com.ph/p/geox-men-s-u-adacter-m-wide-moccasins-black-2778210
Men's U Adacter Shoes,GEOX,Men > Shoes > Loafers & Boat Shoes,201.76,201.76,https://www.zalora.com.ph/p/geox-men-s-u-adacter-shoes-brown-2986355
Men's U Kosmopolis +Grip W Moccasins,GEOX,Men > Shoes > Loafers & Boat Shoes,177.93,177.93,https://www.zalora.com.ph/p/geox-men-s-u-kosmopolis-grip-w-moccasins-brown-2778212
Men's U LEITAN A - NAPPA Formal Lace-up,GEOX,Men > Shoes > Formal,171.4,171.4,https://www.zalora.com.ph/p/geox-men-s-u-leitan-a-nappa-formal-lace-up-black-3353878
Men's U Moner W 2 Fit Moccasins U44Q6D,GEOX,Men > Shoes > Loafers & Boat Shoes,220.37,220.37,https://www.zalora.com.ph/p/geox-men-s-u-moner-w-2-fit-moccasins-u44q6d-brown-2643641
Men's U Moner W 2FIT D Moccasins,GEOX,Men > Shoes > Loafers & Boat Shoes,220.37,220.37,https://www.zalora.com.ph/p/geox-men-s-u-moner-w-2fit-d-moccasins-brown-3364123
Men's U Spherica Actif X1 Sneakers,GEOX,Men > Shoes > Sneakers,286.0,286.0,https://www.zalora.com.ph/p/geox-men-s-u-spherica-actif-x1-sneakers-blue-4024483
Men's U Spherica Ecub-3 Sneakers,GEOX,Men > Shoes > Sneakers,246.82,246.82,https://www.zalora.com.ph/p/geox-men-s-u-spherica-ecub-3-sneakers-white-4024654
Men's Vanish Seamless Short Sleeves T-Shirt,Under Armour,Sports > Men's Sports > Footwear,39.82,42.36,https://www.zalora.com.ph/p/under-armour-men-s-vanish-seamless-short-sleeves-t-shirt-black-3645878
Men's Wave Driver Penny Loafers Brown,Sperry,Men > Shoes > Loafers & Boat Shoes,102.77,102.77,https://www.zalora.com.ph/p/sperry-men-s-wave-driver-penny-loafers-brown-brown-3859162
Men's Wave Venetian Casual Driving Shoes - Tan (24F00271),Sperry,Men > Shoes > Loafers & Boat Shoes,107.58,107.58,https://www.zalora.com.ph/p/sperry-men-s-wave-venetian-casual-driving-shoes-tan-24f00271-brown-4362364
Men's White Comfy Workout Tee,Fitleasure,Sports > Men's Sports > Clothing > T-Shirts,47.55,109.83,https://www.zalora.com.ph/p/fitleasure-men-s-white-comfy-workout-tee-white-2479771
Men's Zone V-Neck T-shirt,Jockey,Men > Clothing > T-Shirts > Plain,10.0,10.0,https://www.zalora.com.ph/p/jockey-men-s-zone-v-neck-t-shirt-white-1392753
Menhaden Wedge Sandals,ALDO,Women > Shoes > Wedges > Wedge Sandals,70.12,70.12,https://www.zalora.com.ph/p/aldo-menhaden-wedge-sandals-black-3460603
Mens Bobs B Flex 2.0 Slip-Ins - Black,Skechers,Men > Shoes > Slip-Ons,64.58,73.38,https://www.zalora.com.ph/p/skechers-mens-bobs-b-flex-2-0-slip-ins-black-black-4202913
Mens Go Walk Flex Sandal - Easy Entry - Olive,Skechers,Men > Shoes > Sandals & Flip Flops > Sandals,64.58,73.38,https://www.zalora.com.ph/p/skechers-mens-go-walk-flex-sandal-easy-entry-olive-green-4267514
Mens Heritage Vero MS White - Grey,FILA,Sports > Men's Sports > Footwear > Sneakers,40.8,40.8,https://www.zalora.com.ph/p/fila-mens-heritage-vero-ms-white-grey-grey-white-3800334
Mens Hotshot - Pyke - White/Black,Skechers,Men > Shoes > Sneakers,47.34,53.79,https://www.zalora.com.ph/p/skechers-mens-hotshot-pyke-white-black-white-4267491
Mens Sport Vapor Foam Sandal - Navy/Red,Skechers,Men > Shoes > Sandals & Flip Flops > Sandals,40.15,45.63,https://www.zalora.com.ph/p/skechers-mens-sport-vapor-foam-sandal-navy-red-navy-4233132
Men’s DRI+RIDE Scoot Microfiber Leather Mid Cut Sneaker Shoes HDMH531,Burlington,Men > Shoes > Sneakers,55.59,55.59,https://www.zalora.com.ph/p/burlington-men-s-dri-ride-scoot-microfiber-leather-mid-cut-sneaker-shoes-hdmh531-grey-4195035
Men’s Retro Culture Shoes in Grey/Heather Castlerock,361 Degrees,Men > Shoes > Sports Shoes,65.14,65.14,https://www.zalora.com.ph/p/361degrees-men-s-retro-culture-shoes-in-grey-heather-castlerock-grey-white-4324063
Meridian Ankle Leggings,Under Armour,Sports > Women's Sports > Clothing > Tights,44.36,71.75,https://www.zalora.com.ph/p/under-armour-meridian-ankle-leggings-black-3255618
Mesh Detail Pointy Ankle Boots in Red,London Rag,Women > Shoes > Boots > Ankle Boots,55.98,79.81,https://www.zalora.com.ph/p/london-rag-mesh-detail-pointy-ankle-boots-in-red-red-3583266
Mesh Knitwear Sweater,KOTON,Women > Clothing > Knitwear & Cardigans,10.0,28.0,https://www.zalora.com.ph/p/koton-mesh-knitwear-sweater-black-3409551
Mesh bustier top,H&M,Women > Clothing > Blazers,10.0,25.05,https://www.zalora.com.ph/p/hm-mesh-bustier-top-black-3031914
Metal Bar Detail High Heels,Trendyol,Women > Shoes > Heels > High Heels,45.69,51.41,https://www.zalora.com.ph/p/trendyol-metal-bar-detail-high-heels-black-4293861
Metal Buckle Leather Loafers TH928-1,Twenty Eight Shoes,Women > Shoes > Flats > Loafers & Boat Shoes,53.53,76.35,https://www.zalora.com.ph/p/twenty-eight-shoes-metal-buckle-leather-loafers-th928-1-black-3197940
Metal Chain Link Detail Calf Boots in Black,London Rag,Women > Shoes > Boots > Long Boots,68.22,85.2,https://www.zalora.com.ph/p/london-rag-metal-chain-link-detail-calf-boots-in-black-black-3543038
Metallic Ankle Strap Heel Sandals in Pink,London Rag,Women > Shoes > Heels > High Heels,38.67,59.41,https://www.zalora.com.ph/p/london-rag-metallic-ankle-strap-heel-sandals-in-pink-pink-3566921
Metallic Mary Jane Ballerinas in Red,Rag & CO.,Women > Shoes > Flats > Ballerinas,37.37,53.37,https://www.zalora.com.ph/p/rag-co-metallic-mary-jane-ballerinas-in-red-red-3508155
Metallic Pearl Embellished Flats in Gold,Rag & CO.,Women > Shoes > Flats,42.59,60.71,https://www.zalora.com.ph/p/rag-co-metallic-pearl-embellished-flats-in-gold-gold-3688442
Metallic Pleather Bow Ballerinas in Blue,Rag & CO.,Women > Shoes > Flats > Ballerinas,38.18,50.75,https://www.zalora.com.ph/p/rag-co-metallic-pleather-bow-ballerinas-in-blue-blue-3507144
Metallic Pleather Clog Sandals in Silver,Rag & CO.,Women > Shoes > Heels > High Heels,44.88,81.45,https://www.zalora.com.ph/p/rag-co-metallic-pleather-clog-sandals-in-silver-silver-4022928
Metallic Rhinestone Clear Wedge Sandals In Gold,London Rag,Women > Shoes > Wedges > Wedge Sandals,49.94,71.32,https://www.zalora.com.ph/p/london-rag-metallic-rhinestone-clear-wedge-sandals-in-gold-gold-3659044
Metallic Woven Espadrille Wedges in Blush,London Rag,Women > Shoes > Wedges > Wedge Sandals,38.51,59.08,https://www.zalora.com.ph/p/london-rag-metallic-woven-espadrille-wedges-in-blush-pink-3689467
Metcon 10,Nike,Sports > Men's Sports > Footwear > Sneakers,140.31,140.31,https://www.zalora.com.ph/p/nike-metcon-10-yellow-4211748
Miami Cropped Tee,St MRLO,Women > Clothing > Tops > T-Shirts,52.22,52.22,https://www.zalora.com.ph/p/st-mrlo-miami-cropped-tee-brown-1916337
Miami Formal Shoes,Easy Soft By World Balance,Men > Shoes > Formal,10.0,10.0,https://www.zalora.com.ph/p/easy-soft-miami-formal-shoes-black-997318
Miany Tops - Beige,THE LOUNGE EDIT,Women > Clothing > Tops > Sleeveless,13.79,13.79,https://www.zalora.com.ph/p/the-lounge-edit-miany-tops-beige-beige-2402488
Michalina Dress,THE LOUNGE EDIT,Women > Clothing > Dresses > Mini Dresses,36.73,36.73,https://www.zalora.com.ph/p/the-lounge-edit-michalina-dress-black-2025143
Microban Ladies’ Cotton Lite Thin Casual Ankle Socks 3 pairs in a pack VLCKG17,Burlington,Women > Clothing > Socks & Tights > Ankle socks,10.0,10.0,https://www.zalora.com.ph/p/burlington-microban-ladies-cotton-lite-thin-casual-ankle-socks-3-pairs-in-a-pack-vlckg17-black-2164342
Mid Heels,Trendyol,Women > Shoes > Heels > Open Toes,37.06,72.63,https://www.zalora.com.ph/p/trendyol-mid-heels-black-4293896
Mid Waist Brown Shorts,iROO,Women > Clothing > Shorts,76.43,76.43,https://www.zalora.com.ph/p/iroo-mid-waist-brown-shorts-brown-3418773
Mid Waist Skinny Jeans,Trendyol,Men > Clothing > Jeans > Skinny,28.98,40.14,https://www.zalora.com.ph/p/trendyol-mid-waist-skinny-jeans-grey-3731261
Mid-Length Cardigan Sweater,Jnby,Women > Clothing > Knitwear & Cardigans,225.12,225.12,https://www.zalora.com.ph/p/jnby-mid-length-cardigan-sweater-white-3669662
Midi Black Dress With Contrast White Trim,iROO,Women > Clothing > Dresses,121.82,121.82,https://www.zalora.com.ph/p/iroo-midi-black-dress-with-contrast-white-trim-black-3710201
Midi Strap Dress,Jnby,Women > Clothing > Dresses,225.12,225.12,https://www.zalora.com.ph/p/jnby-midi-strap-dress-white-3713198
Midi-length asymmetrical denim skirt,Desigual,Women > Clothing > Skirts,148.39,148.39,https://www.zalora.com.ph/p/desigual-midi-length-asymmetrical-denim-skirt-blue-3649257
Midtown Sneakers,ALDO,Men > Shoes > Sneakers,119.09,119.09,https://www.zalora.com.ph/p/aldo-midtown-sneakers-brown-4314918
Mielle Midi Dress,Savel,Women > Clothing > Dresses,65.28,65.28,https://www.zalora.com.ph/p/savel-mielle-midi-dress-black-2801440
Milan Penny Men's Dress Casual Shoes,Hush Puppies,Men > Shoes > Formal,106.11,106.11,https://www.zalora.com.ph/p/hush-puppies-milan-penny-men-s-dress-casual-shoes-black-4340585
Milandra Tank Top,THE LOUNGE EDIT,Women > Clothing > Tops > Sleeveless,22.86,22.86,https://www.zalora.com.ph/p/the-lounge-edit-milandra-tank-top-purple-1947674
Milano BF,Birkenstock,Women > Shoes > Sandals > Flat Sandals,122.27,122.27,https://www.zalora.com.ph/p/birkenstock-milano-bf-white-3089855
Milarose Crochet Knit Dress,FORCAST,Women > Clothing > Dresses > Summer Dresses,38.28,76.56,https://www.zalora.com.ph/p/forcast-milarose-crochet-knit-dress-brown-3086981
Miller Metallic Sandals,TORY BURCH,Women > Shoes > Sandals > Flat Sandals,229.61,390.15,https://www.zalora.com.ph/p/tory-burch-miller-metallic-sandals-gold-4283474
Minetta Comfy Loafers,My Ballerine,Women > Shoes > Sandals > Espadrilles,68.71,91.08,https://www.zalora.com.ph/p/my-ballerine-minetta-comfy-loafers-black-3795948
Mini Knitwear Dress,Trendyol,Women > Clothing > Dresses > Mini Dresses,17.91,45.04,https://www.zalora.com.ph/p/trendyol-mini-knitwear-dress-black-3027278
Mini Strapless Dress,KOTON,Women > Clothing > Dresses > Party Dresses,16.01,23.33,https://www.zalora.com.ph/p/koton-mini-strapless-dress-black-3585914
